,Balanced,CTA 1,CTA 2,CTA 3,CTA 4,CTA 5,LS 1,LS 2,LS 3,LS 4,LS 5,QIS 1,QIS 2,QIS 3,QIS 4,QIS 5
2022-08-31,-0.0394639373804657,0.028776179820007,0.0217924768230863,0.0616155987729916,0.0502716770480309,0.046737148949445,0.0076094574623628,0.0024294379879272,0.0166628730424005,-0.0225856640271019,-0.0279056593901209,0.0106861710457585,0.0123218151117694,-0.0470119689714855,-0.0109426765908519,-0.0018204721326352
2022-09-30,-0.074432514146508,0.0483277080258397,0.0925911588837833,0.0308179767732157,0.0771913747216663,0.0436979030489839,0.0260642173937635,0.0010452301980634,-0.0274036259703717,-0.0677568363754516,-0.0542343036335277,0.0198997120385098,0.0125647684537717,0.0005232763185425,-0.0017217328535355,-0.0098977778669767
2022-10-31,0.0310542533000617,0.0001223852474603,-0.0022576914953671,-0.0052754068771112,-0.0045699127274263,0.0174289513868486,0.0017204272981559,-0.001939313871218,0.0157367432061725,0.032166555567014,0.055517400301718,-0.0137433524886531,-0.0307922245992077,-0.0036201119780223,-0.0037919497024396,-0.0092778893418764
2022-11-30,0.0641893407157889,-0.0467274921608278,-0.057489033212857,-0.0292131295308285,-0.0286571269869294,-0.0423702541651014,0.0093224023049967,-0.0036133905717969,-0.0139426277762675,0.0698859324293623,0.0379080231163453,-0.0154207673451737,-0.0299458548553784,-0.0204586841816034,-0.0076021678584986,0.0044213511190389
2022-12-31,-0.0348544594906389,0.00351819552094,-0.0072673421764604,0.0119553834779335,-0.0110308520690247,-0.0001203776843961,0.0040174701835962,0.0048976459561973,-0.0021662964741635,-0.0309466855300809,-0.026234797499863,0.0022538009508408,-0.0017848156002339,-0.0159745959185236,-0.0380212374406513,-0.0030929302466267
2023-01-31,0.054179413295577,-0.0274207056875287,-0.0033395417913402,-0.04386193471464,0.0052902213902989,-0.0312802312181058,0.0054990922530255,0.0018451182770822,0.0201688902252996,0.0711376509821257,0.0137039593791141,-0.0492454493502171,-0.0516776883512531,-0.0069016976399293,-0.0282860132448894,0.0047563612584144
2023-02-28,-0.0329579493418303,0.0378606148409441,0.0109267919331057,0.0492154379970743,0.0311864931550467,0.0356683308275733,-0.0047701566078542,-0.0015324181887979,0.0009863476935956,-0.0145780687346588,-0.0222107849483504,0.0029828783929681,0.0042898195644916,-0.003146410223807,-0.0166654885483181,-0.0012963554432205
2023-03-31,0.0235022921945284,-0.0556716671155905,-0.0755044541190039,-0.0678712512343381,-0.0747402030206805,-0.0681451542159433,0.0039214654357995,-0.0074713855230827,-0.0095122968956483,-0.0236073057719909,0.0074698961639854,0.0004356660765165,0.0130122195550337,-0.0319181805816259,0.0043939245673937,0.0012825314531632
2023-04-30,0.0079150934879361,0.016167779305259,0.0207415719979764,0.0406256812685903,0.0103926900128636,0.0347754930637718,-7.516689518616282e-05,-0.003450613006005,-0.0039110648063797,0.0030822347499614,0.0299868626244985,-0.0145167263893543,-0.0139465243689243,-0.0050252283481271,-0.0051120107008476,0.0037732173856666
2023-05-31,-0.0168899195380677,0.0270478427046267,0.0228321977039764,0.0069472645328902,0.0022380066221581,0.0225109419693794,0.0029791978613289,0.0004302438907763,-0.0325553111253981,-0.0719236747249185,-0.0154591016234759,-0.017501069663844,-0.0140636216315261,0.0007728141510163,-0.0192323455400868,0.0010892832789377
2023-06-30,0.0305226981197375,-0.0006485066767938,0.0275493099044275,0.0343143518641106,0.0317525509548721,0.0061610079780798,0.0150782739512795,0.007626259324488,0.0189695863288255,0.0012820863563201,0.0346205054275419,-0.0277579148377298,-0.0435843318700487,-0.0133181007817366,-0.0181716662404217,-0.0016185115875172
2023-07-31,0.0167917510473032,-0.0225045986713045,-0.0422871789819133,-0.0065555028312407,-0.0178456714608021,-0.0044016176897785,-0.0136592782997742,0.0037069170729675,0.0041156018857109,0.0446038713563692,0.0148123609212131,-0.0015366714274837,0.0040955501515645,-0.0138652786599683,-0.0007503414932313,-0.0012252333789891
