,Balanced,MAN AHL,Aspect,Metori,AQR,Dunn,BSF Event Driven,Jupiter GEAR,Ardtur,Schroder Egerton,HSBC GH
2025-05-31,0.029184225681794906,-0.03805349638144173,-0.010071754616053696,-0.0006692124282317025,-0.013353821299337931,-0.017825951527162154,0.02090621865055864,0.026367010040271976,0.06045315733477641,0.05253080635421048,0.004832884419556871
2025-06-30,0.03045687182614576,0.0350260929541486,-0.018541189458071927,-0.004725046661948729,-0.002722594176108206,-0.006034568693928155,0.010358767931998969,-0.0013418880026059288,0.032006608645747114,0.024508404683467155,0.009335868913701972
2025-07-31,0.00204470737541107,-0.02663237774035454,-0.004121124706003565,-0.0012854881511006333,0.0035755611725263314,0.022560115681171666,0.004764144308431861,-0.003105743216728074,0.010446357748980173,0.006587441051987941,0.003435078411880843
2025-08-31,0.019196930359643094,0.04804736321070169,0.025218235923486265,0.015278291382709419,0.003429879032016414,-0.006362693869772507,0.0023566933229317577,0.005712519707423258,0.04452541446882696,-0.011273694730920658,0.0023763570014692093
2025-09-30,0.02124804994786955,0.08308749795221182,0.03881744369010054,0.010388332617880192,0.04805494378719133,0.050093089175761385,-0.0019646044025554144,0.011160811109323099,0.014194096184635185,0.020489632220202614,0.014034347834332106
2025-10-31,0.011449954180822397,0.030828142702575834,0.021433494195654434,-0.01323292053204117,0.008871197652845497,4.956186497295789e-05,0.001445183239826564,-0.009291784828568517,0.00906764312460262,0.00871709055427039,0.01373141113819254
2025-11-30,0.0015418425282558434,0.040487382126722204,0.015316333802132709,0.013969241174104141,-0.007179097005293178,0.0023493439394928206,0.0054762627756990145,0.02890388511615516,0.026721541336215626,-0.015224427213362257,0.0035527134695678697
2025-12-31,0.0016586309228885376,0.04793314265721782,0.0269326622076147,0.011813429038245893,0.024063490649890662,0.02175465607093141,0.007451588546124821,0.02261054618640901,0.03321380159494636,0.0041255573894465325,0.011227537083836836
2026-01-31,0.017335427639969092,0.0860820311582966,0.03385813611543975,0.019782204662133873,0.04560835132634633,0.03728045765304411,-0.0026874824455482837,0.005690672161895227,0.0736812877260804,0.021931214157829837,0.015377193595188743
2026-02-28,0.01363385297940578,0.050498031594412573,0.05597206758826401,0.02709384748014787,0.002096158763643885,0.014771395245473107,0.012665167468122629,-0.004352967283954734,0.07569867625034665,-0.011353716077680542,0.007489914558954203
2026-03-31,-0.04864626895181878,-0.04425597909999812,-0.020675285786367348,-0.018354844608746923,0.015518693328331779,-0.03082134746513787,-0.012861845097455027,-0.020441265881702586,-0.014740562050525763,-0.05508888990386662,-0.01752817540185725
2026-04-30,0.05449358924084935,0.013773311207431638,0.03602149761856421,0.0398934590848985,0.009086660489551424,0.026200948893254417,0.008843518827265973,-0.0030329450950012937,0.03364638608124326,0.05707617805523779,0.03183365590370024
2026-05-31,0.025063137431182714,0.01365913264322871,0.011581187106184387,0.018263667690000762,-0.01078431486615461,0.00267015790337366,-0.0028226210658033324,0.016069974964713962,-0.012411244046360181,-0.011338208800101723,0.01679839062840993
2026-06-30,-0.005005870549957825,-0.016737833284593884,-0.041409092258821834,0.030839999177599164,-0.02752166033348802,-0.016386099693168954,0.0049831327671605585,0.018934285996121014,-0.034210792620815944,0.010432113650377772,0.013974555985192705
